segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
13,657,complex,poisson,0.09380688042511076,0.4290575156856996,0.47713560388918963,0.08120103148570602,0.8859441271554834,1,0.012157167093418733,0.03144888776959986,0.02219122171806757,4,False,3029,5863,valve_0014_lidar_classes.ply
2,643,complex,poisson,0.18125286136362181,0.4474687900117811,0.37127834862459713,0.08362619572754271,0.8697611180042263,15,0.021267052668449853,0.13188086498142196,0.07718597399220764,6,False,4960,9642,valve_0016_lidar_classes.ply
3,81,tube,ball_pivoting,0.8156512730476154,0.15233507209739838,0.03201365485498614,0.06867368447522178,0.9117596088317517,1,0.008809425257627184,0.020945434789023436,0.017899238323516305,1,False,81,99,valve_0016_lidar_classes.ply
5,1549,complex,poisson,0.1684314953486328,0.7593030998210388,0.07226540483032838,0.09203099039757798,0.8270863183966022,1,0.018750284655158177,0.16021901151293197,0.07682876187518088,3,False,6390,12585,valve_0016_lidar_classes.ply
6,230,complex,poisson,0.19209731958083312,0.3846866185189225,0.4232160619002444,0.09052455959030867,0.8500860132442002,14,0.037096306243657555,0.20066414945783145,0.12291806780373668,5,False,4485,8639,valve_0016_lidar_classes.ply
7,107,tube,ball_pivoting,0.9726995521070961,0.005119567091238033,0.022180880801665855,0.07948236713885973,0.8199446628036268,2,0.010413687463740393,0.021991436035622293,0.02006834598525481,3,False,107,160,valve_0016_lidar_classes.ply
8,1290,tube,ball_pivoting,0.5556964670073977,0.4150727873040845,0.02923074568851789,0.062059488736283405,0.930689530339389,2,0.011512485682043414,0.019701220267338473,0.019650788081643535,3,False,1290,1672,valve_0016_lidar_classes.ply
9,2376,complex,poisson,0.3310075062339058,0.594359638775874,0.0746328549902202,0.06642035137691399,0.92631704379255,1,0.0127051349177806,0.11188229471310995,0.038851080507116144,6,False,7627,15132,valve_0016_lidar_classes.ply
10,3073,complex,poisson,0.34255117315542455,0.3175809309404342,0.33986789590414124,0.04267768036670255,0.9700730573705464,3,0.011947390544751597,0.07553694160074598,0.033944593734062285,2,False,7790,15407,valve_0016_lidar_classes.ply
11,889,plane,alpha_shape,0.18008505673482308,0.7899573045949014,0.029957638670275486,0.038960673352987314,0.9661071727437575,2,0.012357877056738836,0.021971488157858966,0.02131793882228933,1,False,747,1648,valve_0016_lidar_classes.ply
12,1250,plane,alpha_shape,0.16679482104454177,0.7658614983671848,0.06734368058827345,0.04319016848527031,0.9617200296283854,1,0.011982502390117266,0.022950622798836758,0.021808283957956785,1,False,1050,2316,valve_0016_lidar_classes.ply
13,642,complex,poisson,0.22953436159331592,0.38576159500755103,0.38470404339913306,0.08041733613177061,0.8914067594249155,1,0.013171147084699296,0.03396722088967874,0.024608307659949622,2,False,2802,5413,valve_0016_lidar_classes.ply
2,573,complex,poisson,0.1339785319909995,0.494815800165471,0.3712056678435295,0.08055185300617938,0.8847019265988456,16,0.02540067614317083,0.16275516628982606,0.09228944619085214,4,False,4779,9206,valve_0020_lidar_classes.ply
3,69,complex,poisson,0.7907616218283311,0.19148668851582512,0.017751689655843884,0.03259133153202549,0.9846064282421326,1,0.010382654048272169,0.05225960668186935,0.03153828963561986,6,False,1457,2757,valve_0020_lidar_classes.ply
5,1557,complex,poisson,0.2946642194395863,0.6457267426073632,0.059609037953050587,0.0990247316382794,0.8073227171678122,1,0.018295428523567726,0.1736911679938896,0.08006578390775362,1,False,6599,12980,valve_0020_lidar_classes.ply
6,287,sphere,poisson,0.11894109548058425,0.3833431642840724,0.4977157402353434,0.08987760761432337,0.8352955436928894,16,0.030467755258301157,0.1349130899473295,0.09222034669975943,5,False,3338,6283,valve_0020_lidar_classes.ply
7,97,tube,ball_pivoting,0.9699423590166745,0.011475043636414006,0.01858259734691159,0.0891000295723754,0.8057326707328603,3,0.012774795112772146,0.024464334794500914,0.020824753767224948,4,False,97,90,valve_0020_lidar_classes.ply
8,1203,complex,poisson,0.3774841196769735,0.5897113821924083,0.03280449813061826,0.058933161106238335,0.9402820234739778,2,0.014300947279641334,0.12575816035066315,0.05683545948705916,3,False,4688,9195,valve_0020_lidar_classes.ply
9,2120,complex,poisson,0.35367653488535056,0.5883461982350053,0.057977266879644156,0.06411214630544962,0.9261255791775552,2,0.012276837903286484,0.07455685565419316,0.03246863095622729,4,False,6603,13070,valve_0020_lidar_classes.ply
10,3939,complex,poisson,0.24889635494255857,0.36812512441895334,0.3829785206384881,0.04943844449872621,0.964404272385006,5,0.010617036838866086,0.04476281554842484,0.02329850162792935,20,False,11355,22437,valve_0020_lidar_classes.ply
11,720,plane,alpha_shape,0.39608386059049094,0.5802275822287918,0.023688557180717267,0.040604231155677024,0.9689189689670422,1,0.01156932661016361,0.01894933365882562,0.01951355999728549,1,False,610,1338,valve_0020_lidar_classes.ply
12,1320,plane,alpha_shape,0.13351808926418934,0.7967450941286387,0.06973681660717192,0.047876275906905366,0.954346759354181,1,0.012393251667033933,0.022310012867894833,0.021851140470619264,1,False,1081,2358,valve_0020_lidar_classes.ply
13,741,complex,poisson,0.1653681005831095,0.39438150807478356,0.440250391342107,0.08181451578502462,0.8926061068641726,1,0.012347821552940483,0.027283082238459155,0.02165858246736709,4,False,3243,6295,valve_0020_lidar_classes.ply
2,433,complex,poisson,0.35520462943486736,0.3851895232092372,0.25960584735589537,0.07221815595083103,0.8610894459493871,14,0.024134155004739685,0.1206023921257907,0.07051937040515796,6,False,2357,4464,valve_0021_lidar_classes.ply
3,52,complex,poisson,0.8991590016314577,0.08136697878094182,0.019474019587600495,0.06777795879419411,0.9749284473721388,2,0.011348532540780948,0.07577352458469956,0.04456360950527456,9,False,1489,2804,valve_0021_lidar_classes.ply
5,1441,complex,poisson,0.2904517433521326,0.6519456518090108,0.057602604838856604,0.10380404885606988,0.8114234444809015,1,0.02123473607005232,0.25096710310851067,0.11696715061447002,1,False,7169,14097,valve_0021_lidar_classes.ply
6,272,complex,poisson,0.30667088104627915,0.448874251433232,0.2444548675204888,0.07127779602828699,0.8763146561186538,16,0.03523247827347651,0.16674220349683574,0.10577498863072232,8,False,3986,7628,valve_0021_lidar_classes.ply
7,88,tube,ball_pivoting,0.9778906151476418,0.004369299943841367,0.017740084908516796,0.09459530345163956,0.8145312635423256,3,0.03651331386801252,0.06706731600501793,0.047057015114651615,3,False,88,31,valve_0021_lidar_classes.ply
8,1946,tube,ball_pivoting,0.5524249980153717,0.4080162050495002,0.039558796935128156,0.06850590194145575,0.91488484794225,1,0.011790019659590952,0.02017181151054124,0.01983092488706765,3,False,1946,2526,valve_0021_lidar_classes.ply
9,933,complex,poisson,0.544559104325347,0.4038317256069337,0.05160917006771929,0.04671399185114058,0.9534574733725705,2,0.018165145168253856,0.17901247761022873,0.07668120415207648,1,False,3904,7621,valve_0021_lidar_classes.ply
10,3195,complex,poisson,0.4612949287211856,0.2397882187211043,0.2989168525577101,0.0470409275130709,0.9628751514197215,3,0.012745986879243432,0.06899623257307999,0.031186791206340776,3,False,8513,16806,valve_0021_lidar_classes.ply
11,792,plane,alpha_shape,0.21299075572823475,0.7617221571276602,0.02528708714410503,0.03492000273509127,0.9787567296172468,1,0.012676352557740385,0.02087273532424289,0.02103500683843319,2,False,693,1500,valve_0021_lidar_classes.ply
12,1432,plane,alpha_shape,0.23803247285095994,0.6970748805257754,0.06489264662326473,0.04858417232880491,0.9509671645073332,1,0.012693522336660318,0.021674648740307053,0.02241483532470534,1,False,1155,2536,valve_0021_lidar_classes.ply
13,671,complex,poisson,0.12688488600761053,0.45183349017027447,0.421281623822115,0.07733110671040531,0.8906948089207934,1,0.012300899323731119,0.030874250687991836,0.02217882924767394,2,False,2896,5642,valve_0021_lidar_classes.ply
2,574,complex,poisson,0.2654141808080401,0.3716010215775282,0.3629847976144317,0.08090460462240621,0.8714540106198807,15,0.02303607778189485,0.122936049887739,0.0747081591238361,1,False,4012,7722,valve_0022_lidar_classes.ply
3,72,tube,ball_pivoting,0.8405544066791866,0.14063602013234341,0.018809573188470083,0.06203526090124825,0.934795068994182,1,0.008266669634980085,0.02052148749597546,0.016977450106719607,1,False,72,97,valve_0022_lidar_classes.ply
5,1506,complex,poisson,0.24349183358521706,0.6824226453974438,0.07408552101733917,0.09288680323714951,0.8279393545860693,1,0.01925712304457169,0.18505205029411415,0.08352222994032245,1,False,6420,12674,valve_0022_lidar_classes.ply
6,351,tube,ball_pivoting,0.5397031227413858,0.20078543713984087,0.25951144011877336,0.07079518127537689,0.9162483960091655,16,0.02096882997566881,0.06921096777201825,0.03616671104144822,12,False,351,463,valve_0022_lidar_classes.ply
7,87,tube,ball_pivoting,0.9795020374161497,0.005197723295494208,0.015300239288356013,0.09546401237854185,0.8133253838868799,2,0.011814998693400936,0.024237947117046243,0.020116452596340463,3,False,87,98,valve_0022_lidar_classes.ply
8,2260,complex,poisson,0.352257211435164,0.5911730970760859,0.05656969148875017,0.06573204794718047,0.9212117441172535,1,0.013483085645757018,0.16533456025919166,0.05277171362081985,3,False,7299,14467,valve_0022_lidar_classes.ply
9,1524,complex,poisson,0.4653067571247812,0.4998470335666959,0.03484620930852292,0.06296352093974293,0.9313509850343256,3,0.015029828489294591,0.18612453652877628,0.06860671245341235,3,False,5712,11280,valve_0022_lidar_classes.ply
10,3511,complex,poisson,0.1338378370475132,0.41622647641805866,0.44993568653442817,0.042801660609425564,0.9716135883836137,3,0.010885257041598853,0.05410686930028932,0.02606936953505589,1,False,8242,16301,valve_0022_lidar_classes.ply
11,912,plane,alpha_shape,0.1493665100711881,0.8240878556594541,0.026545634269357774,0.044848428129900184,0.9561485057883612,3,0.012255743473289673,0.02134373786120569,0.02108012961267012,1,False,756,1648,valve_0022_lidar_classes.ply
12,1264,plane,alpha_shape,0.11265040521143958,0.8142528230609437,0.07309677172761664,0.043398809705516746,0.9595809175559854,1,0.012114734869515312,0.021738464594059162,0.02181975477445803,1,False,1057,2314,valve_0022_lidar_classes.ply
13,716,complex,poisson,0.2126893602721988,0.31898217899114195,0.46832846073665924,0.08180893221545084,0.9012935022152275,1,0.01247529080024497,0.03371208359878901,0.02351435076878617,1,False,2650,5132,valve_0022_lidar_classes.ply
2,676,complex,poisson,0.15868607476158744,0.5093636378060105,0.3319502874324021,0.07556741488301487,0.878463708127268,15,0.024458570113131784,0.1262874030084897,0.08096310283991387,4,False,5229,10176,valve_0024_lidar_classes.ply
3,67,tube,ball_pivoting,0.8551004290764579,0.12405994257966207,0.020839628343880083,0.06899382816359943,0.9374392921202767,2,0.01120005016365293,0.022899832038508185,0.020424798327812854,2,False,67,61,valve_0024_lidar_classes.ply
5,1470,complex,poisson,0.3284317446523113,0.6082923602848562,0.06327589506283259,0.09909771586087557,0.8186917797556064,1,0.02075421246786734,0.1489722011921144,0.07951096807587313,5,False,6130,12077,valve_0024_lidar_classes.ply
6,223,complex,poisson,0.39686028851618854,0.3003163936479497,0.3028233178358617,0.08293711530779035,0.8563195567667803,19,0.04288137698019821,0.160044489483934,0.11553020758182118,6,False,4592,8758,valve_0024_lidar_classes.ply
7,73,tube,ball_pivoting,0.9771538630500578,0.004964982655548368,0.01788115429439387,0.097526113160887,0.813340822360677,4,0.02505577200546283,0.0328688890412908,0.022524820364024995,2,False,73,83,valve_0024_lidar_classes.ply
8,1832,tube,ball_pivoting,0.6039875961328967,0.36234827088909266,0.03366413297801075,0.06731719718378623,0.9132931754719332,1,0.01211829682372583,0.020958659064819838,0.02107653287592632,4,False,1832,2440,valve_0024_lidar_classes.ply
9,1096,complex,poisson,0.28687024982276477,0.6556587349244315,0.05747101525280381,0.050189185003939644,0.9484965061921704,3,0.017515146916869596,0.1456377869768316,0.06497781222611762,4,False,4200,8181,valve_0024_lidar_classes.ply
10,3122,complex,poisson,0.36209740637920484,0.3171234038677376,0.3207791897530576,0.04313222442973323,0.9689527647544981,3,0.011859123481871047,0.07273575224105772,0.03202099745293841,3,False,7608,15046,valve_0024_lidar_classes.ply
11,631,plane,alpha_shape,0.09038489966638812,0.8856310839968013,0.023984016336810455,0.03419692223434566,0.9804440028072152,2,0.012865908604987104,0.021461861652875898,0.021511659251494064,3,False,547,1200,valve_0024_lidar_classes.ply
12,1214,plane,alpha_shape,0.10932686848580254,0.8255878643132809,0.06508526720091659,0.04212437651399738,0.9649768901598774,1,0.01233642159266955,0.022170952099169253,0.022245065729702168,1,False,1029,2232,valve_0024_lidar_classes.ply
13,750,complex,poisson,0.08965790421435202,0.5038509226596061,0.406491173126042,0.07379649246357448,0.9013980536188833,1,0.012367935080246284,0.029013641282577635,0.02209907498101791,2,False,3073,5965,valve_0024_lidar_classes.ply
2,647,complex,poisson,0.1516591769553136,0.4212609183259272,0.4270799047187592,0.07505520877501867,0.884487738257164,16,0.02302807306546747,0.11973179941206201,0.07497737529961854,3,False,4713,9158,valve_0025_lidar_classes.ply
5,1611,complex,poisson,0.3857146848756558,0.5285549438726015,0.08573037125174274,0.09523243472804348,0.8250675426359297,2,0.019023287127544537,0.17132089534528872,0.08635151132534313,2,False,7062,13968,valve_0025_lidar_classes.ply
6,267,complex,poisson,0.2393518858282912,0.3696054095654887,0.3910427046062201,0.07839064376481127,0.8858297318470907,18,0.03496308544281651,0.13841128704630273,0.09190841816079526,9,False,3877,7421,valve_0025_lidar_classes.ply
8,1706,complex,poisson,0.468540087883181,0.497223268375644,0.03423664374117498,0.06560163332752562,0.9281529352208581,1,0.012890731755289094,0.06804404922249752,0.03263487264379881,2,False,4853,9634,valve_0025_lidar_classes.ply
9,1294,complex,poisson,0.377019130183716,0.5861179930225884,0.03686287679369557,0.05517236899221052,0.9384839751738925,1,0.014607374291108978,0.0983799222523262,0.044139802116099996,1,False,4753,9428,valve_0025_lidar_classes.ply
10,3539,plane,alpha_shape,0.12973775417101777,0.5525087167346642,0.31775352909431803,0.046694969061155604,0.9656917680127751,4,0.011124261074633334,0.017986285435941416,0.01889696957686536,5,False,2647,6004,valve_0025_lidar_classes.ply
11,685,plane,alpha_shape,0.07989886785701689,0.8904239039258465,0.02967722821713658,0.03641566842577999,0.9733771556609605,2,0.012005720343804198,0.01921046300007937,0.020938606631023773,1,False,614,1308,valve_0025_lidar_classes.ply
12,1076,plane,alpha_shape,0.12260326354146205,0.8054318994120045,0.0719648370465334,0.04312857187381783,0.9591137610640029,1,0.012623001326226409,0.024366083573175067,0.022978131052557995,1,False,911,1998,valve_0025_lidar_classes.ply
13,683,complex,poisson,0.08867028126864017,0.45374878751946224,0.4575809312118976,0.07012399425405265,0.9217339282461949,1,0.011823861103228927,0.03282916437521438,0.022503115943553906,3,False,3062,5929,valve_0025_lidar_classes.ply
2,632,complex,poisson,0.2517486019277033,0.39803644180287684,0.35021495626941984,0.08332036699940538,0.8660309651551319,14,0.02526972870770262,0.13912248843587524,0.08558325267868103,3,False,4620,8914,valve_0026_lidar_classes.ply
3,91,tube,ball_pivoting,0.746250218800872,0.22488877821340694,0.028861002985721074,0.06227180546692479,0.8926228852070481,1,0.00981360165033642,0.02712061518363063,0.020520579542536194,1,False,91,127,valve_0026_lidar_classes.ply
5,1606,complex,poisson,0.36717891634291894,0.5742277610060297,0.05859332265105136,0.09984192112442607,0.8070985302549005,1,0.019233709844623026,0.1534485728753117,0.07631522162358441,5,False,6220,12303,valve_0026_lidar_classes.ply
6,194,complex,poisson,0.1664107210033799,0.44504075061193166,0.38854852838468845,0.06755677584181743,0.8815134932568716,15,0.040542685884031,0.18028124463519074,0.11828804413013214,4,False,4325,8305,valve_0026_lidar_classes.ply
7,73,tube,ball_pivoting,0.9226201335522423,0.027146809235312958,0.050233057212444705,0.06793451355184893,0.873164509839528,2,0.008156269432666036,0.02138009811703805,0.01748375121439133,2,False,73,113,valve_0026_lidar_classes.ply
8,1100,complex,poisson,0.48920706873885167,0.48684625670525017,0.02394667455589815,0.06910311869679206,0.9241109033811382,3,0.015833321169662604,0.14769333555009506,0.06931359851080134,3,False,4691,9165,valve_0026_lidar_classes.ply
9,1774,complex,poisson,0.131256892749835,0.8018895171056402,0.06685359014452476,0.06264822380500763,0.9294707144575477,1,0.01454297761258539,0.15999541474481005,0.052247124853295704,2,False,6024,11901,valve_0026_lidar_classes.ply
10,3369,complex,poisson,0.2970260429276139,0.33686895199763556,0.3661050050747505,0.0441168348712769,0.9700587135840892,5,0.012081949574040643,0.061266837949338154,0.029684370231661553,12,False,9189,18148,valve_0026_lidar_classes.ply
11,710,plane,alpha_shape,0.319323344613176,0.65431591714262,0.026360738244203936,0.032466451066838875,0.9791837855392602,1,0.012487925591915604,0.021360211926398285,0.020569297651945085,2,False,634,1434,valve_0026_lidar_classes.ply
12,1351,plane,alpha_shape,0.10604281402093098,0.8339882780005713,0.059968907978497715,0.047107793297887966,0.9518391159368117,1,0.012817807774062178,0.0242056489352149,0.022575596909507143,1,False,1105,2426,valve_0026_lidar_classes.ply
13,668,complex,poisson,0.3142483630218867,0.2890469068582323,0.39670473011988094,0.0762056654771417,0.9018252266325953,1,0.012766484076984557,0.032301089248530625,0.023325468960141857,1,False,2667,5150,valve_0026_lidar_classes.ply
