file,label,n_points,density_qual,mean_neighbor_dist,uniformity,shape_type,elongation,surface_class,mean_curvature,curvature_std,normals_consistency,mean_normal_angle_deg,n_components,isolated_clusters,integrity,integrity_qual
valve_0007_lidar_classes.ply,8,1822,medium,0.11598193434760388,0.39471323752209264,planar,22.080465815948845,slightly curved,0.05572941309592552,0.04490896279815282,medium (cylindrical/spherical),24.50214878355564,7,6,0.9967069154774972,highly intact (one main component)
valve_0007_lidar_classes.ply,9,2010,medium,0.1063440999720575,0.39125628049364286,planar,20.724819851230905,slightly curved,0.05058579550986647,0.04125872828680701,medium (cylindrical/spherical),22.59228362528118,8,7,0.9955223880597015,highly intact (one main component)
valve_0007_lidar_classes.ply,10,3826,medium,0.10184499899890011,0.39584480803871525,volumetric,2.1052374089177746,slightly curved,0.04147268820337985,0.039757744120254686,medium (cylindrical/spherical),17.191147279663596,18,14,0.9879769994772608,mostly intact with small outliers
valve_0007_lidar_classes.ply,11,644,medium,0.11941099065262348,0.3896205708822931,planar,46.268607178275936,slightly curved,0.03567548360989342,0.031230611447299095,medium (cylindrical/spherical),14.975763069569451,7,5,0.5015527950310559,fragmented or many components
valve_0007_lidar_classes.ply,12,1311,medium,0.11567594166936335,0.4183132032285768,planar,14.39859080809816,slightly curved,0.04663766898931639,0.03762159302339724,medium (cylindrical/spherical),20.028371345565574,10,7,0.9832189168573608,mostly intact with small outliers
valve_0007_lidar_classes.ply,13,672,medium,0.1074118650858984,0.3123497653456659,volumetric,2.335174261522438,slightly curved,0.06537087199775424,0.044696720793479056,medium (cylindrical/spherical),28.39268746667304,3,2,0.9970238095238095,highly intact (one main component)
valve_0008_lidar_classes.ply,2,545,medium,0.13687060357163536,0.5660950981325439,volumetric,2.100554115908629,slightly curved,0.054343217353338046,0.034876041632998844,low (complex/noisy),28.704310529373096,22,5,0.11559633027522936,fragmented or many components
valve_0008_lidar_classes.ply,3,57,low,0.1305827191357866,0.36237156615771066,linear,47.239139746571745,slightly curved,0.061898172722526484,0.036477492541626806,low (complex/noisy),29.713873531515507,2,0,0.5263157894736842,fragmented or many components
valve_0008_lidar_classes.ply,5,1754,medium,0.10940078346544452,0.37083011438627395,planar,16.859415259491854,slightly curved,0.0707724233324876,0.04702477025570784,low (complex/noisy),33.350876008527905,5,4,0.9960091220068416,highly intact (one main component)
valve_0008_lidar_classes.ply,6,252,medium,0.16659554964615222,0.7844292622421216,volumetric,1.7191451747849502,slightly curved,0.06367685079038964,0.03558210306707306,low (complex/noisy),30.66848648477379,21,7,0.0992063492063492,fragmented or many components
